AREA,MAINTRAVELWORK,AGE,Value,Flags
222300,7,3,0,
222300,9,3,3,
222300,10,3,6,
222300,12,3,0,
222400,1,3,135,
222400,3,3,51,
222400,4,3,36,
222400,5,3,6,
222400,6,3,0,
222400,7,3,0,
222400,9,3,0,
222400,10,3,3,
222400,12,3,0,
222500,1,3,48,
222500,3,3,81,
222500,4,3,6,
222500,5,3,6,
222500,6,3,0,
222500,7,3,0,
222500,9,3,0,
222500,10,3,15,
222500,12,3,0,
222600,1,3,57,
222600,3,3,483,
222600,4,3,114,
222600,5,3,24,
222600,6,3,0,
222600,7,3,0,
222600,9,3,6,
222600,10,3,39,
222600,12,3,0,
222700,1,3,33,
222700,3,3,75,
222700,4,3,6,
222700,5,3,3,
222700,6,3,0,
222700,7,3,0,
222700,9,3,3,
222700,10,3,12,
222700,12,3,0,
222800,1,3,120,
222800,3,3,78,
222800,4,3,36,
222800,5,3,6,
222800,6,3,0,
222800,7,3,0,
222800,9,3,9,
222800,10,3,24,
222800,12,3,0,
222900,1,3,189,
222900,3,3,168,
222900,4,3,48,
222900,5,3,42,
222900,6,3,0,
222900,7,3,0,
222900,9,3,3,
222900,10,3,6,
222900,12,3,0,
223000,1,3,54,
223000,3,3,81,
223000,4,3,24,
223000,5,3,6,
223000,6,3,0,
223000,7,3,0,
223000,9,3,3,
223000,10,3,12,
223000,12,3,0,
223100,1,3,81,
223100,3,3,216,
223100,4,3,42,
223100,5,3,9,
223100,7,3,0,
223100,9,3,3,
223100,10,3,33,
223200,1,3,27,
223200,3,3,105,
223200,4,3,12,
223200,5,3,6,
223200,6,3,0,
223200,7,3,0,
223200,9,3,12,
223200,10,3,27,
223200,12,3,0,
223300,1,3,144,
223300,3,3,60,
223300,4,3,21,
223300,5,3,6,
223300,6,3,0,
223300,7,3,0,
223300,9,3,3,
223300,10,3,3,
223300,12,3,0,
223400,1,3,129,
223400,3,3,60,
223400,4,3,21,
223400,5,3,3,
223400,6,3,0,
223400,7,3,0,
223400,9,3,3,
223400,10,3,6,
223400,12,3,0,
223500,1,3,99,
223500,3,3,96,
223500,4,3,30,
223500,5,3,3,
223500,6,3,0,
223500,7,3,0,
223500,9,3,6,
223500,10,3,3,
223500,12,3,0,
223600,1,3,39,
223600,3,3,30,
223600,4,3,9,
223600,5,3,0,
223600,6,3,0,
223600,7,3,0,
223600,9,3,3,
223600,10,3,3,
223600,12,3,0,
223700,1,3,69,
223700,3,3,150,
223700,4,3,15,
223700,5,3,3,
223700,6,3,0,
223700,7,3,0,
223700,9,3,6,
223700,10,3,3,
223700,12,3,0,
223800,1,3,45,
223800,3,3,120,
223800,4,3,12,
223800,5,3,3,
223800,7,3,0,
223800,9,3,3,
223800,10,3,3,
223900,1,3,18,
223900,3,3,21,
223900,4,3,,c
223900,5,3,,c
223900,6,3,,c
223900,7,3,,c
223900,9,3,,c
223900,10,3,,c
223900,12,3,,c
224000,1,3,39,
224000,3,3,207,
224000,4,3,57,
224000,5,3,6,
224000,6,3,0,
224000,7,3,0,
224000,9,3,15,
224000,10,3,15,
224000,12,3,0,
224100,1,3,33,
224100,3,3,174,
224100,4,3,6,
224100,5,3,6,
224100,6,3,0,
224100,7,3,0,
224100,9,3,6,
224100,10,3,9,
224100,12,3,0,
224200,1,3,78,
224200,3,3,93,
224200,4,3,6,
224200,5,3,3,
224200,6,3,0,
224200,7,3,0,
224200,9,3,3,
224200,10,3,6,
224200,12,3,0,
224300,1,3,39,
224300,3,3,141,
224300,4,3,21,
224300,5,3,3,
224300,6,3,0,
224300,7,3,0,
224300,9,3,3,
224300,10,3,9,
224300,12,3,0,
224400,1,3,51,
224400,3,3,48,
224400,4,3,12,
224400,5,3,3,
224400,6,3,0,
224400,7,3,0,
224400,9,3,0,
224400,10,3,3,
224400,12,3,0,
224500,1,3,24,
224500,3,3,48,
224500,4,3,15,
224500,5,3,3,
224500,7,3,0,
224500,9,3,3,
224500,10,3,3,
224600,1,3,54,
224600,3,3,27,
224600,4,3,3,
224600,5,3,3,
224600,6,3,0,
224600,7,3,0,
224600,9,3,0,
224600,10,3,3,
224600,12,3,0,
224700,1,3,6,
224700,3,3,837,
224700,4,3,156,
224700,5,3,33,
224700,6,3,0,
224700,7,3,0,
224700,9,3,63,
224700,10,3,24,
224700,12,3,0,
224800,1,3,72,
224800,3,3,231,
224800,4,3,51,
224800,5,3,6,
224800,6,3,0,
224800,7,3,0,
224800,9,3,9,
224800,10,3,18,
224800,12,3,0,
224900,1,3,48,
224900,3,3,18,
224900,4,3,9,
224900,5,3,0,
224900,6,3,0,
224900,7,3,0,
224900,9,3,0,
224900,10,3,0,
224900,12,3,0,
225000,1,3,42,
225000,3,3,189,
225000,4,3,9,
225000,5,3,3,
225000,6,3,0,
225000,7,3,0,
225000,9,3,6,
225000,10,3,24,
225000,12,3,0,
225100,1,3,42,
225100,3,3,105,
225100,4,3,18,
225100,5,3,6,
225100,6,3,0,
225100,7,3,0,
225100,9,3,15,
225100,10,3,15,
225100,12,3,0,
225200,1,3,42,
225200,3,3,21,
225200,4,3,,c
225200,5,3,,c
225200,6,3,,c
225200,7,3,,c
225200,9,3,,c
225200,10,3,,c
225200,12,3,,c
225300,1,3,75,
225300,3,3,138,
225300,4,3,18,
225300,5,3,3,
225300,6,3,0,
225300,7,3,0,
225300,9,3,3,
225300,10,3,9,
225300,12,3,0,
225400,1,3,30,
225400,3,3,210,
225400,4,3,48,
225400,5,3,9,
225400,6,3,0,
225400,7,3,0,
225400,9,3,3,
225400,10,3,18,
225400,12,3,0,
225500,1,3,81,
225500,3,3,102,
225500,4,3,18,
225500,5,3,0,
225500,6,3,0,
225500,7,3,0,
225500,9,3,6,
225500,10,3,12,
225500,12,3,0,
225600,1,3,135,
225600,3,3,333,
225600,4,3,45,
225600,5,3,6,
225600,7,3,0,
225600,9,3,0,
225600,10,3,33,
225700,1,3,33,
225700,3,3,2751,
225700,4,3,630,
225700,5,3,63,
225700,6,3,12,
225700,7,3,0,
225700,9,3,141,
225700,10,3,126,
225700,12,3,0,
225800,1,3,36,
225800,3,3,771,
225800,4,3,21,
225800,5,3,18,
225800,6,3,3,
225800,7,3,0,
225800,9,3,30,
225800,10,3,45,
225800,12,3,0,
225900,1,3,105,
225900,3,3,48,
225900,4,3,21,
225900,5,3,0,
225900,6,3,0,
225900,7,3,0,
225900,9,3,3,
225900,10,3,3,
225900,12,3,0,
226000,1,3,33,
226000,3,3,36,
226000,4,3,9,
226000,5,3,0,
226000,6,3,0,
226000,7,3,0,
226000,9,3,0,
226000,10,3,0,
226000,12,3,0,
226100,1,3,330,
226100,3,3,111,
226100,4,3,63,
226100,5,3,9,
226100,6,3,0,
226100,7,3,0,
226100,9,3,3,
226100,10,3,6,
226100,12,3,0,
226200,1,3,9,
226200,3,3,,c
226200,4,3,,c
226200,5,3,,c
226200,6,3,,c
226200,7,3,,c
226200,9,3,,c
226200,10,3,,c
226200,12,3,,c
226300,1,3,108,
226300,3,3,33,
226300,4,3,18,
226300,5,3,0,
226300,7,3,0,
226300,9,3,0,
226300,10,3,6,
226400,1,3,147,
226400,3,3,87,
226400,4,3,24,
226400,5,3,6,
226400,6,3,0,
226400,7,3,0,
226400,9,3,0,
226400,10,3,18,
226400,12,3,0,
226500,1,3,66,
226500,3,3,273,
226500,4,3,63,
226500,5,3,15,
226500,6,3,0,
226500,7,3,0,
226500,9,3,3,
226500,10,3,39,
226500,12,3,0,
226600,1,3,93,
226600,3,3,174,
226600,4,3,33,
226600,5,3,15,
226600,6,3,0,
226600,7,3,0,
226600,9,3,0,
226600,10,3,6,
226600,12,3,0,
226700,1,3,84,
226700,3,3,513,
226700,4,3,93,
226700,5,3,18,
226700,6,3,0,
226700,7,3,0,
226700,9,3,15,
226700,10,3,60,
226700,12,3,0,
226800,1,3,78,
226800,3,3,81,
226800,4,3,27,
226800,5,3,0,
226800,6,3,0,
226800,7,3,0,
226800,9,3,3,
226800,10,3,3,
226800,12,3,0,
226900,1,3,54,
226900,3,3,84,
226900,4,3,24,
226900,5,3,3,
226900,6,3,0,
226900,7,3,0,
226900,9,3,3,
226900,10,3,9,
226900,12,3,0,
227000,1,3,45,
227000,3,3,228,
227000,4,3,42,
227000,5,3,9,
227000,7,3,0,
227000,9,3,3,
227000,10,3,18,
227100,1,3,243,
227100,3,3,78,
227100,4,3,21,
227100,5,3,3,
227100,6,3,0,
227100,7,3,0,
227100,9,3,6,
227100,10,3,9,
227100,12,3,0,
227200,1,3,186,
227200,3,3,66,
227200,4,3,21,
227200,5,3,6,
227200,6,3,0,
227200,7,3,0,
227200,9,3,0,
227200,10,3,0,
227200,12,3,0,
227300,1,3,66,
227300,3,3,429,
227300,4,3,45,
227300,5,3,12,
227300,6,3,0,
227300,7,3,0,
227300,9,3,24,
227300,10,3,24,
227300,12,3,0,
227400,1,3,81,
227400,3,3,39,
227400,4,3,12,
227400,5,3,3,
227400,6,3,0,
227400,7,3,0,
227400,9,3,0,
227400,10,3,3,
227400,12,3,0,
227500,1,3,153,
227500,3,3,93,
227500,4,3,36,
227500,5,3,0,
227500,6,3,0,
227500,7,3,0,
227500,9,3,0,
227500,10,3,9,
227500,12,3,0,
227600,1,3,156,
227600,3,3,33,
227600,4,3,9,
227600,5,3,3,
227600,6,3,0,
227600,7,3,0,
227600,9,3,0,
227600,10,3,3,
227600,12,3,0,
227700,1,3,33,
227700,3,3,6,
227700,4,3,,c
227700,5,3,,c
227700,6,3,,c
227700,7,3,,c
227700,9,3,,c
227700,10,3,,c
227700,12,3,,c
227800,1,3,150,
227800,3,3,63,
227800,4,3,21,
227800,5,3,0,
227800,6,3,0,
227800,7,3,0,
227800,9,3,0,
227800,10,3,6,
227800,12,3,0,
227900,1,3,84,
227900,3,3,66,
227900,4,3,24,
227900,5,3,3,
227900,6,3,0,
227900,7,3,0,
227900,9,3,3,
227900,10,3,6,
227900,12,3,0,
228000,1,3,75,
228000,3,3,36,
228000,4,3,24,
228000,5,3,3,
228000,6,3,0,
228000,7,3,0,
228000,9,3,3,
228000,10,3,0,
228000,12,3,0,
228100,1,3,78,
228100,3,3,162,
228100,4,3,27,
228100,5,3,6,
228100,7,3,0,
228100,9,3,6,
228100,10,3,27,
228200,1,3,36,
228200,3,3,69,
228200,4,3,12,
228200,5,3,0,
228200,6,3,0,
228200,7,3,0,
228200,9,3,0,
228200,10,3,6,
228200,12,3,0,
228300,1,3,54,
228300,3,3,201,
228300,4,3,15,
228300,5,3,6,
228300,6,3,0,
228300,7,3,0,
228300,9,3,3,
228300,10,3,21,
228300,12,3,0,
228400,1,3,33,
228400,3,3,1230,
228400,4,3,306,
228400,5,3,21,
228400,6,3,6,
228400,7,3,3,
228400,9,3,27,
228400,10,3,66,
228400,12,3,0,
228500,1,3,63,
228500,3,3,114,
228500,4,3,18,
228500,5,3,0,
228500,6,3,0,
228500,7,3,0,
228500,9,3,3,
228500,10,3,12,
228500,12,3,0,
228600,1,3,171,
228600,3,3,138,
228600,4,3,45,
228600,5,3,3,
228600,6,3,0,
228600,7,3,0,
228600,9,3,3,
228600,10,3,12,
228600,12,3,0,
228700,1,3,135,
228700,3,3,87,
228700,4,3,27,
228700,5,3,0,
228700,6,3,0,
228700,7,3,0,
228700,9,3,3,
228700,10,3,9,
228700,12,3,0,
228800,1,3,102,
228800,3,3,300,
228800,4,3,51,
228800,5,3,3,
228800,7,3,0,
228800,9,3,12,
228800,10,3,24,
228900,1,3,18,
228900,3,3,426,
228900,4,3,171,
228900,5,3,21,
228900,6,3,0,
228900,7,3,0,
228900,9,3,12,
228900,10,3,0,
228900,12,3,0,
229000,1,3,81,
229000,3,3,81,
229000,4,3,15,
229000,5,3,3,
229000,6,3,3,
229000,7,3,0,
229000,9,3,3,
229000,10,3,3,
229000,12,3,0,
229100,1,3,54,
229100,3,3,30,
229100,4,3,3,
229100,5,3,3,
229100,6,3,0,
229100,7,3,0,
229100,9,3,0,
229100,10,3,0,
229100,12,3,0,
229200,1,3,15,
229200,3,3,2778,
229200,4,3,1143,
229200,5,3,75,
229200,6,3,12,
229200,7,3,3,
229200,9,3,96,
229200,10,3,90,
229200,12,3,0,
229300,1,3,84,
229300,3,3,144,
229300,4,3,12,
229300,5,3,3,
229300,6,3,0,
229300,7,3,0,
229300,9,3,3,
229300,10,3,12,
229300,12,3,0,
229400,1,3,120,
229400,3,3,87,
229400,4,3,39,
229400,5,3,6,
229400,6,3,3,
229400,7,3,0,
229400,9,3,0,
229400,10,3,6,
229400,12,3,0,
229500,1,3,48,
229500,3,3,81,
229500,4,3,18,
229500,5,3,6,
229500,7,3,0,
229500,9,3,0,
229500,10,3,9,
229600,1,3,84,
229600,3,3,285,
229600,4,3,102,
229600,5,3,12,
229600,6,3,3,
229600,7,3,0,
229600,9,3,6,
229600,10,3,18,
229600,12,3,0,
229700,1,3,12,
229700,3,3,24,
229700,4,3,9,
229700,5,3,,c
229700,6,3,,c
229700,7,3,,c
229700,9,3,,c
229700,10,3,,c
229700,12,3,,c
229800,1,3,87,
229800,3,3,1269,
229800,4,3,72,
229800,5,3,45,
229800,6,3,18,
229800,7,3,0,
229800,9,3,60,
229800,10,3,147,
229800,12,3,0,
229900,1,3,36,
229900,3,3,186,
229900,4,3,15,
229900,5,3,6,
229900,7,3,0,
229900,9,3,9,
229900,10,3,12,
230000,1,3,42,
230000,3,3,36,
230000,4,3,3,
230000,5,3,0,
230000,6,3,0,
230000,7,3,0,
230000,9,3,0,
230000,10,3,6,
230000,12,3,0,
230100,1,3,63,
230100,3,3,84,
230100,4,3,24,
230100,5,3,6,
230100,6,3,3,
230100,7,3,3,
230100,9,3,6,
230100,10,3,9,
230100,12,3,0,
230200,1,3,60,
230200,3,3,363,
230200,4,3,30,
230200,5,3,3,
230200,6,3,3,
230200,7,3,0,
230200,9,3,15,
230200,10,3,18,
230200,12,3,0,
230300,1,3,57,
230300,3,3,39,
230300,4,3,6,
230300,5,3,3,
230300,6,3,3,
230300,7,3,0,
230300,9,3,6,
230300,10,3,6,
230300,12,3,0,
230400,1,3,96,
230400,3,3,66,
230400,4,3,12,
230400,5,3,6,
230400,6,3,0,
230400,7,3,0,
230400,9,3,0,
230400,10,3,12,
230400,12,3,0,
230500,1,3,69,
230500,3,3,432,
230500,4,3,57,
230500,5,3,18,
230500,6,3,9,
230500,7,3,0,
230500,9,3,12,
230500,10,3,36,
230500,12,3,0,
230600,1,3,27,
230600,3,3,4635,
230600,4,3,870,
230600,5,3,168,
230600,7,3,0,
230600,9,3,207,
230600,10,3,426,
230700,1,3,81,
230700,3,3,132,
230700,4,3,12,
230700,5,3,0,
230700,6,3,3,
230700,7,3,0,
230700,9,3,3,
230700,10,3,9,
230700,12,3,0,
230800,1,3,72,
230800,3,3,117,
230800,4,3,27,
230800,5,3,0,
230800,6,3,0,
230800,7,3,0,
230800,9,3,9,
230800,10,3,6,
230800,12,3,0,
230900,1,3,57,
230900,3,3,69,
230900,4,3,15,
230900,5,3,0,
230900,6,3,0,
230900,7,3,0,
230900,9,3,3,
230900,10,3,6,
230900,12,3,0,
231000,1,3,48,
231000,3,3,219,
231000,4,3,54,
231000,5,3,12,
231000,6,3,6,
231000,7,3,0,
231000,9,3,9,
231000,10,3,9,
231000,12,3,0,
231100,1,3,84,
231100,3,3,72,
231100,4,3,15,
231100,5,3,3,
231100,6,3,0,
231100,7,3,0,
231100,9,3,3,
231100,10,3,3,
231100,12,3,0,
231200,1,3,57,
231200,3,3,222,
231200,4,3,30,
231200,5,3,3,
231200,6,3,3,
231200,7,3,0,
231200,9,3,6,
231200,10,3,12,
231200,12,3,0,
231300,1,3,102,
231300,3,3,177,
231300,4,3,12,
231300,5,3,0,
231300,7,3,0,
231300,9,3,9,
231300,10,3,27,
231400,1,3,66,
231400,3,3,126,
231400,4,3,9,
231400,5,3,0,
231400,6,3,3,
231400,7,3,0,
231400,9,3,9,
231400,10,3,12,
231400,12,3,0,
231500,1,3,111,
231500,3,3,111,
231500,4,3,21,
231500,5,3,3,
231500,6,3,0,
231500,7,3,0,
231500,9,3,3,
231500,10,3,3,
231500,12,3,0,
231600,1,3,66,
231600,3,3,189,
231600,4,3,12,
231600,5,3,6,
231600,6,3,3,
231600,7,3,0,
231600,9,3,9,
231600,10,3,21,
231600,12,3,0,
231700,1,3,108,
231700,3,3,66,
231700,4,3,15,
231700,5,3,3,
231700,6,3,3,
231700,7,3,0,
231700,9,3,6,
231700,10,3,15,
231700,12,3,0,
231800,1,3,132,
231800,3,3,180,
231800,4,3,63,
231800,5,3,6,
231800,6,3,0,
231800,7,3,0,
231800,9,3,15,
231800,10,3,15,
231800,12,3,0,
231900,1,3,0,
231900,3,3,1311,
231900,4,3,30,
231900,5,3,51,
231900,6,3,141,
231900,7,3,0,
231900,9,3,213,
231900,10,3,54,
231900,12,3,0,
232000,1,3,78,
232000,3,3,330,
232000,4,3,21,
232000,5,3,9,
232000,7,3,0,
232000,9,3,18,
232000,10,3,18,
232100,1,3,33,
232100,3,3,654,
232100,4,3,12,
232100,5,3,6,
232100,6,3,0,
232100,7,3,0,
232100,9,3,45,
232100,10,3,24,
232100,12,3,0,
232200,1,3,93,
232200,3,3,111,
232200,4,3,36,
232200,5,3,3,
232200,6,3,0,
232200,7,3,0,
232200,9,3,3,
232200,10,3,15,
232200,12,3,0,
232300,1,3,63,
232300,3,3,24,
232300,4,3,6,
232300,5,3,0,
232300,6,3,0,
232300,7,3,0,
232300,9,3,3,
232300,10,3,0,
232300,12,3,0,
232400,1,3,45,
232400,3,3,36,
232400,4,3,6,
232400,5,3,0,
232400,7,3,0,
232400,9,3,0,
232400,10,3,0,
232500,1,3,90,
232500,3,3,198,
232500,4,3,27,
232500,5,3,3,
232500,6,3,9,
232500,7,3,0,
232500,9,3,12,
232500,10,3,3,
232500,12,3,0,
232600,1,3,45,
232600,3,3,54,
232600,4,3,12,
232600,5,3,3,
232600,6,3,6,
232600,7,3,0,
232600,9,3,6,
232600,10,3,3,
232600,12,3,0,
232700,1,3,126,
232700,3,3,150,
232700,4,3,21,
232700,5,3,6,
232700,6,3,3,
232700,7,3,0,
232700,9,3,9,
232700,10,3,6,
232700,12,3,0,
232800,1,3,171,
232800,3,3,108,
232800,4,3,21,
232800,5,3,6,
232800,6,3,0,
232800,7,3,0,
232800,9,3,0,
232800,10,3,6,
232800,12,3,0,
232900,1,3,162,
232900,3,3,123,
232900,4,3,72,
232900,5,3,9,
232900,6,3,0,
232900,7,3,0,
232900,9,3,0,
232900,10,3,3,
232900,12,3,0,
233000,1,3,225,
233000,3,3,120,
233000,4,3,21,
233000,5,3,3,
233000,6,3,0,
233000,7,3,0,
233000,9,3,3,
233000,10,3,18,
233000,12,3,0,
233100,1,3,39,
233100,3,3,60,
233100,4,3,21,
233100,5,3,0,
233100,7,3,0,
233100,9,3,3,
233100,10,3,18,
233200,1,3,60,
233200,3,3,180,
233200,4,3,21,
233200,5,3,9,
233200,6,3,0,
233200,7,3,0,
233200,9,3,3,
233200,10,3,12,
233200,12,3,0,
233300,1,3,75,
233300,3,3,690,
233300,4,3,123,
233300,5,3,9,
233300,6,3,0,
233300,7,3,0,
233300,9,3,12,
233300,10,3,75,
233300,12,3,0,
233400,1,3,132,
233400,3,3,21,
233400,4,3,3,
233400,5,3,0,
233400,6,3,0,
233400,7,3,0,
233400,9,3,0,
233400,10,3,3,
233400,12,3,0,
233500,1,3,120,
233500,3,3,30,
233500,4,3,6,
233500,5,3,3,
233500,6,3,0,
233500,7,3,0,
233500,9,3,0,
233500,10,3,3,
233500,12,3,0,
233600,1,3,87,
233600,3,3,399,
233600,4,3,72,
233600,5,3,9,
233600,6,3,0,
233600,7,3,0,
233600,9,3,18,
233600,10,3,48,
233600,12,3,0,
233700,1,3,279,
233700,3,3,81,
233700,4,3,21,
233700,5,3,3,
233700,6,3,0,
233700,7,3,0,
233700,9,3,0,
233700,10,3,6,
233700,12,3,0,
233800,1,3,162,
233800,3,3,36,
233800,4,3,12,
233800,5,3,3,
233800,7,3,3,
233800,9,3,0,
233800,10,3,3,
233900,1,3,,c
233900,3,3,,c
233900,4,3,,c
233900,5,3,,c
233900,6,3,,c
233900,7,3,,c
233900,9,3,,c
233900,10,3,,c
233900,12,3,,c
234000,1,3,78,
234000,3,3,51,
234000,4,3,18,
234000,5,3,3,
234000,6,3,0,
234000,7,3,0,
234000,9,3,6,
234000,10,3,6,
234000,12,3,0,
234100,1,3,63,
234100,3,3,45,
234100,4,3,9,
234100,5,3,0,
234100,6,3,0,
234100,7,3,0,
234100,9,3,0,
234100,10,3,9,
234100,12,3,0,
234200,1,3,30,
234200,3,3,90,
234200,4,3,18,
234200,5,3,6,
234200,6,3,0,
234200,7,3,0,
234200,9,3,0,
234200,10,3,12,
234200,12,3,0,
234300,1,3,36,
234300,3,3,219,
234300,4,3,54,
234300,5,3,9,
234300,6,3,0,
234300,7,3,0,
234300,9,3,9,
234300,10,3,15,
234300,12,3,0,
234400,1,3,141,
234400,3,3,111,
234400,4,3,33,
234400,5,3,6,
234400,6,3,0,
234400,7,3,0,
234400,9,3,3,
234400,10,3,9,
234400,12,3,0,
234500,1,3,54,
234500,3,3,12,
234500,4,3,12,
234500,5,3,3,
234500,6,3,0,
234500,7,3,0,
234500,9,3,0,
234500,10,3,0,
234500,12,3,0,
234600,1,3,147,
234600,3,3,87,
234600,4,3,24,
234600,5,3,3,
234600,6,3,0,
234600,7,3,0,
234600,9,3,3,
234600,10,3,9,
234600,12,3,0,
234700,1,3,24,
234700,3,3,123,
234700,4,3,18,
234700,5,3,3,
234700,6,3,0,
234700,7,3,0,
234700,9,3,6,
234700,10,3,6,
234700,12,3,0,
234800,1,3,126,
234800,3,3,192,
234800,4,3,81,
234800,5,3,27,
234800,6,3,0,
234800,7,3,0,
234800,9,3,0,
234800,10,3,15,
234800,12,3,0,
234900,1,3,60,
234900,3,3,60,
234900,4,3,6,
234900,5,3,3,
234900,7,3,0,
234900,9,3,0,
235000,1,3,27,
235000,3,3,66,
235000,4,3,18,
235000,5,3,0,
235000,6,3,0,
235000,7,3,0,
235000,9,3,3,
235000,10,3,3,
235000,12,3,0,
235100,1,3,51,
235100,3,3,45,
235100,4,3,12,
235100,5,3,0,
235100,6,3,0,
235100,7,3,0,
235100,9,3,3,
235100,10,3,9,
235100,12,3,0,
235200,1,3,27,
235200,3,3,966,
235200,4,3,153,
235200,5,3,24,
235200,6,3,0,
235200,7,3,0,
235200,9,3,15,
235200,10,3,72,
235200,12,3,3,
235300,1,3,48,
235300,3,3,555,
235300,4,3,162,
235300,5,3,12,
235300,6,3,0,
235300,7,3,0,
235300,9,3,15,
235300,10,3,15,
235300,12,3,0,
235400,1,3,27,
235400,3,3,57,
235400,4,3,12,
235400,5,3,3,
235400,6,3,0,
235400,7,3,0,
235400,9,3,0,
235400,10,3,12,
235400,12,3,0,
235500,1,3,39,
235500,3,3,42,
235500,4,3,3,
235500,5,3,3,
235500,6,3,0,
235500,7,3,0,
235500,9,3,3,
235500,10,3,9,
235500,12,3,0,
235600,1,3,24,
235600,3,3,60,
235600,4,3,6,
235600,5,3,3,
235600,7,3,0,
235600,9,3,3,
235700,1,3,27,
235700,3,3,90,
235700,4,3,6,
235700,5,3,3,
235700,6,3,0,
235700,7,3,0,
235700,9,3,6,
235700,10,3,9,
235700,12,3,0,
235800,1,3,18,
235800,3,3,132,
235800,4,3,12,
235800,5,3,3,
235800,6,3,0,
235800,7,3,3,
235800,9,3,3,
235800,10,3,9,
235800,12,3,0,
235900,1,3,24,
235900,3,3,102,
235900,4,3,6,
235900,5,3,0,
235900,6,3,0,
235900,7,3,3,
235900,9,3,3,
235900,10,3,15,
235900,12,3,0,
236000,1,3,69,
236000,3,3,48,
236000,4,3,12,
236000,5,3,0,
236000,6,3,0,
236000,7,3,0,
236000,9,3,3,
236000,10,3,0,
236000,12,3,0,
236100,1,3,39,
236100,3,3,18,
236100,4,3,3,
236100,5,3,0,
236100,6,3,0,
236100,7,3,0,
236100,9,3,3,
236100,10,3,3,
236100,12,3,0,
236200,1,3,,c
236200,3,3,,c
236200,4,3,,c
236200,5,3,,c
236200,6,3,,c
236200,7,3,,c
236200,9,3,,c
236200,10,3,,c
236200,12,3,,c
236300,1,3,57,
236300,3,3,45,
236300,4,3,9,
236300,5,3,0,
236300,7,3,0,
236300,9,3,0,
236400,1,3,57,
236400,3,3,48,
236400,4,3,15,
236400,5,3,0,
236400,6,3,0,
236400,7,3,0,
236400,9,3,0,
236400,10,3,3,
236400,12,3,0,
236500,1,3,81,
236500,3,3,603,
236500,4,3,123,
236500,5,3,12,
236500,6,3,3,
236500,7,3,0,
236500,9,3,24,
236500,10,3,39,
236500,12,3,0,
236600,1,3,105,
236600,3,3,96,
236600,4,3,27,
236600,5,3,3,
236600,6,3,0,
236600,7,3,0,
236600,9,3,0,
236600,10,3,3,
236600,12,3,0,
236700,1,3,33,
236700,3,3,24,
236700,4,3,,c
236700,5,3,,c
236700,6,3,,c
236700,7,3,,c
236700,9,3,,c
236700,10,3,,c
236700,12,3,,c
236800,1,3,147,
236800,3,3,63,
236800,4,3,30,
236800,5,3,0,
236800,6,3,0,
236800,7,3,0,
236800,9,3,6,
236800,10,3,12,
236800,12,3,0,
236900,1,3,54,
236900,3,3,15,
236900,4,3,6,
236900,5,3,3,
236900,6,3,0,
236900,7,3,0,
236900,9,3,0,
236900,10,3,0,
236900,12,3,0,
237000,1,3,162,
237000,3,3,108,
237000,4,3,21,
237000,5,3,3,
237000,6,3,3,
237000,7,3,3,
237000,9,3,3,
237000,10,3,9,
237000,12,3,0,
237100,1,3,105,
237100,3,3,237,
237100,4,3,69,
237100,5,3,15,
237100,6,3,3,
237100,7,3,6,
237100,9,3,6,
237100,10,3,15,
237100,12,3,0,
237200,1,3,78,
237200,3,3,96,
237200,4,3,33,
237200,5,3,0,
237200,6,3,3,
237200,7,3,0,
237200,9,3,0,
237200,10,3,12,
237200,12,3,0,
237300,1,3,93,
237300,3,3,120,
237300,4,3,15,
237300,5,3,3,
237300,6,3,3,
237300,7,3,3,
237300,9,3,3,
237300,10,3,12,
237300,12,3,0,
237400,1,3,45,
237400,3,3,24,
237400,4,3,15,
237400,5,3,0,
237400,7,3,0,
237400,9,3,0,
237500,1,3,123,
237500,3,3,234,
237500,4,3,60,
237500,5,3,3,
237500,6,3,3,
237500,7,3,3,
237500,9,3,9,
237500,10,3,9,
237500,12,3,0,
237600,1,3,132,
237600,3,3,507,
237600,4,3,99,
237600,5,3,9,
237600,6,3,6,
237600,7,3,9,
237600,9,3,18,
237600,10,3,39,
237600,12,3,0,
237700,1,3,69,
237700,3,3,39,
237700,4,3,18,
237700,5,3,3,
237700,6,3,0,
237700,7,3,0,
237700,9,3,0,
237700,10,3,3,
237700,12,3,0,
237800,1,3,108,
237800,3,3,1569,
237800,4,3,342,
237800,5,3,27,
237800,6,3,30,
237800,7,3,30,
237800,9,3,75,
237800,10,3,57,
237800,12,3,0,
237900,1,3,102,
237900,3,3,63,
237900,4,3,24,
237900,5,3,6,
237900,6,3,3,
237900,7,3,0,
237900,9,3,0,
237900,10,3,3,
237900,12,3,0,
238000,1,3,144,
238000,3,3,258,
238000,4,3,42,
238000,5,3,6,
238000,6,3,6,
238000,7,3,3,
238000,9,3,15,
238000,10,3,33,
238000,12,3,0,
238100,1,3,93,
238100,3,3,159,
238100,4,3,60,
238100,5,3,6,
238100,7,3,3,
238100,9,3,0,
238200,1,3,,c
238200,3,3,,c
238200,4,3,,c
238200,5,3,,c
238200,6,3,,c
238200,7,3,,c
238200,9,3,,c
238200,10,3,,c
238200,12,3,,c
238300,1,3,84,
238300,3,3,75,
238300,4,3,18,
238300,5,3,3,
238300,6,3,3,
238300,7,3,3,
238300,9,3,6,
238300,10,3,0,
