AREA,MAINTRAVELEDUC,AGE,Value,Flags
302600,10,1,3,
302700,1,1,3,
302700,2,1,0,
302700,3,1,69,
302700,4,1,3,
302700,5,1,6,
302700,6,1,39,
302700,7,1,0,
302700,8,1,0,
302700,9,1,0,
302700,10,1,0,
302800,1,1,0,
302800,2,1,0,
302800,3,1,96,
302800,4,1,30,
302800,5,1,156,
302800,6,1,9,
302800,7,1,0,
302800,8,1,0,
302800,9,1,0,
302800,10,1,3,
302900,1,1,9,
302900,2,1,0,
302900,3,1,201,
302900,4,1,45,
302900,5,1,84,
302900,6,1,9,
302900,7,1,3,
302900,8,1,0,
302900,9,1,0,
302900,10,1,6,
303000,1,1,3,
303000,2,1,0,
303000,3,1,69,
303000,4,1,15,
303000,5,1,6,
303000,6,1,15,
303000,7,1,3,
303000,8,1,0,
303000,9,1,0,
303000,10,1,0,
303100,1,1,6,
303100,2,1,0,
303100,3,1,150,
303100,4,1,30,
303100,5,1,102,
303100,6,1,6,
303100,7,1,0,
303100,8,1,0,
303100,9,1,0,
303100,10,1,6,
303200,1,1,0,
303200,2,1,0,
303200,3,1,90,
303200,4,1,30,
303200,5,1,174,
303200,6,1,6,
303200,7,1,3,
303200,8,1,0,
303200,9,1,0,
303200,10,1,9,
303300,1,1,3,
303300,2,1,0,
303300,3,1,186,
303300,4,1,27,
303300,5,1,243,
303300,6,1,9,
303300,7,1,6,
303300,8,1,0,
303300,9,1,0,
303300,10,1,6,
303400,1,1,0,
303400,2,1,0,
303400,3,1,108,
303400,4,1,21,
303400,5,1,21,
303400,6,1,6,
303400,7,1,0,
303400,8,1,0,
303400,9,1,0,
303400,10,1,6,
303500,1,1,6,
303500,2,1,0,
303500,3,1,51,
303500,4,1,6,
303500,5,1,0,
303500,6,1,36,
303500,7,1,0,
303500,8,1,0,
303500,9,1,0,
303500,10,1,0,
303600,1,1,0,
303600,2,1,0,
303600,3,1,141,
303600,4,1,3,
303600,5,1,3,
303600,6,1,114,
303600,7,1,3,
303600,8,1,0,
303600,9,1,0,
303600,10,1,0,
303700,1,1,,c
303700,2,1,,c
303700,3,1,,c
303700,4,1,,c
303700,5,1,,c
303700,6,1,,c
303700,7,1,,c
303700,8,1,,c
303700,9,1,,c
303700,10,1,,c
303800,1,1,0,
303800,2,1,0,
303800,3,1,60,
303800,4,1,6,
303800,5,1,30,
303800,6,1,39,
303800,7,1,0,
303800,8,1,0,
303800,9,1,0,
303800,10,1,0,
303900,1,1,,c
303900,2,1,,c
303900,3,1,,c
303900,4,1,,c
303900,5,1,,c
303900,6,1,,c
303900,7,1,,c
303900,8,1,,c
303900,9,1,,c
303900,10,1,,c
304000,1,1,,c
304000,2,1,,c
304000,3,1,,c
304000,4,1,,c
304000,5,1,,c
304000,6,1,,c
304000,7,1,,c
304000,8,1,,c
304000,9,1,,c
304000,10,1,,c
304100,1,1,3,
304100,2,1,0,
304100,3,1,135,
304100,4,1,51,
304100,5,1,120,
304100,6,1,12,
304100,7,1,6,
304100,8,1,0,
304100,9,1,0,
304100,10,1,3,
304200,1,1,3,
304200,2,1,0,
304200,3,1,126,
304200,4,1,15,
304200,5,1,42,
304200,6,1,9,
304200,7,1,3,
304200,8,1,0,
304200,9,1,0,
304200,10,1,3,
304300,1,1,6,
304300,2,1,0,
304300,3,1,210,
304300,4,1,42,
304300,5,1,6,
304300,6,1,129,
304300,7,1,3,
304300,8,1,0,
304300,9,1,0,
304300,10,1,0,
304400,1,1,3,
304400,2,1,0,
304400,3,1,111,
304400,4,1,45,
304400,5,1,183,
304400,6,1,0,
304400,7,1,3,
304400,8,1,0,
304400,9,1,0,
304400,10,1,6,
304500,1,1,9,
304500,2,1,0,
304500,3,1,258,
304500,4,1,27,
304500,5,1,93,
304500,6,1,27,
304500,7,1,6,
304500,8,1,0,
304500,9,1,0,
304500,10,1,6,
304600,1,1,3,
304600,2,1,0,
304600,3,1,234,
304600,4,1,42,
304600,5,1,39,
304600,6,1,15,
304600,7,1,9,
304600,8,1,0,
304600,9,1,0,
304600,10,1,0,
304700,1,1,0,
304700,2,1,0,
304700,3,1,15,
304700,4,1,3,
304700,5,1,30,
304700,6,1,9,
304700,7,1,3,
304700,8,1,0,
304700,9,1,0,
304700,10,1,0,
304800,1,1,0,
304800,2,1,0,
304800,3,1,141,
304800,4,1,51,
304800,5,1,66,
304800,6,1,30,
304800,7,1,0,
304800,8,1,0,
304800,9,1,0,
304800,10,1,3,
304900,1,1,3,
304900,2,1,0,
304900,3,1,141,
304900,4,1,27,
304900,5,1,93,
304900,6,1,18,
304900,7,1,0,
304900,8,1,0,
304900,9,1,3,
304900,10,1,6,
305000,1,1,0,
305000,2,1,0,
305000,3,1,105,
305000,4,1,57,
305000,5,1,99,
305000,6,1,6,
305000,7,1,3,
305000,8,1,0,
305000,9,1,0,
305000,10,1,3,
305100,1,1,6,
305100,2,1,0,
305100,3,1,207,
305100,4,1,72,
305100,5,1,84,
305100,6,1,3,
305100,7,1,3,
305100,8,1,0,
305100,9,1,0,
305100,10,1,3,
305200,1,1,0,
305200,2,1,0,
305200,3,1,78,
305200,4,1,27,
305200,5,1,153,
305200,6,1,9,
305200,7,1,0,
305200,8,1,0,
305200,9,1,0,
305200,10,1,0,
305300,1,1,0,
305300,2,1,0,
305300,3,1,84,
305300,4,1,27,
305300,5,1,255,
305300,6,1,15,
305300,7,1,3,
305300,8,1,0,
305300,9,1,0,
305300,10,1,9,
305400,1,1,0,
305400,2,1,0,
305400,3,1,165,
305400,4,1,42,
305400,5,1,69,
305400,6,1,0,
305400,7,1,3,
305400,8,1,0,
305400,9,1,0,
305400,10,1,6,
305500,1,1,6,
305500,2,1,0,
305500,3,1,54,
305500,4,1,60,
305500,5,1,57,
305500,6,1,24,
305500,7,1,0,
305500,8,1,0,
305500,9,1,0,
305500,10,1,0,
305600,1,1,3,
305600,2,1,0,
305600,3,1,204,
305600,4,1,27,
305600,5,1,87,
305600,6,1,15,
305600,7,1,3,
305600,8,1,0,
305600,9,1,0,
305600,10,1,0,
305700,1,1,,c
305700,2,1,,c
305700,3,1,,c
305700,4,1,,c
305700,5,1,,c
305700,6,1,,c
305700,7,1,,c
305700,8,1,,c
305700,9,1,,c
305700,10,1,,c
305800,1,1,6,
305800,2,1,0,
305800,3,1,189,
305800,4,1,39,
305800,5,1,27,
305800,6,1,9,
305800,7,1,3,
305800,8,1,0,
305800,9,1,0,
305800,10,1,6,
305900,1,1,0,
305900,2,1,0,
305900,3,1,258,
305900,4,1,48,
305900,5,1,123,
305900,6,1,9,
305900,7,1,6,
305900,8,1,0,
305900,9,1,0,
305900,10,1,15,
306000,1,1,3,
306000,2,1,0,
306000,3,1,225,
306000,4,1,54,
306000,5,1,108,
306000,6,1,6,
306000,7,1,9,
306000,8,1,0,
306000,9,1,0,
306000,10,1,6,
306100,1,1,0,
306100,2,1,0,
306100,3,1,90,
306100,4,1,15,
306100,5,1,42,
306100,6,1,3,
306100,7,1,0,
306100,8,1,0,
306100,9,1,0,
306100,10,1,3,
306200,1,1,0,
306200,2,1,0,
306200,3,1,162,
306200,4,1,57,
306200,5,1,75,
306200,6,1,39,
306200,7,1,6,
306200,8,1,0,
306200,9,1,0,
306200,10,1,12,
363500,1,1,,c
363500,2,1,,c
363500,3,1,,c
363500,4,1,,c
363500,5,1,,c
363500,6,1,,c
363500,7,1,,c
363500,8,1,,c
363500,9,1,,c
363500,10,1,,c
306300,1,1,15,
306300,2,1,0,
306300,3,1,105,
306300,4,1,18,
306300,5,1,27,
306300,6,1,87,
306300,7,1,0,
306300,8,1,0,
306300,9,1,0,
306300,10,1,0,
306400,1,1,,c
306400,2,1,,c
306400,3,1,,c
306400,4,1,,c
306400,5,1,,c
306400,6,1,,c
306400,7,1,,c
306400,8,1,,c
306400,9,1,,c
306400,10,1,,c
306500,1,1,9,
306500,2,1,0,
306500,3,1,105,
306500,4,1,3,
306500,5,1,6,
306500,6,1,54,
306500,7,1,6,
306500,8,1,0,
306500,9,1,0,
306500,10,1,0,
306600,1,1,9,
306600,2,1,0,
306600,3,1,141,
306600,4,1,0,
306600,5,1,12,
306600,6,1,141,
306600,7,1,0,
306600,8,1,0,
306600,9,1,0,
306600,10,1,3,
306700,1,1,0,
306700,2,1,0,
306700,3,1,60,
306700,4,1,27,
306700,5,1,42,
306700,6,1,6,
306700,7,1,6,
306700,8,1,0,
306700,9,1,0,
306700,10,1,3,
306800,1,1,3,
306800,2,1,0,
306800,3,1,183,
306800,4,1,27,
306800,5,1,69,
306800,6,1,12,
306800,7,1,9,
306800,8,1,0,
306800,9,1,0,
306800,10,1,6,
306900,1,1,6,
306900,2,1,0,
306900,3,1,84,
306900,4,1,3,
306900,5,1,6,
306900,6,1,84,
306900,7,1,0,
306900,8,1,0,
306900,9,1,0,
306900,10,1,0,
307000,1,1,9,
307000,2,1,0,
307000,3,1,96,
307000,4,1,9,
307000,5,1,15,
307000,6,1,114,
307000,7,1,0,
307000,8,1,0,
307000,9,1,0,
307000,10,1,3,
307100,1,1,6,
307100,2,1,0,
307100,3,1,195,
307100,4,1,51,
307100,5,1,129,
307100,6,1,51,
307100,7,1,3,
307100,8,1,0,
307100,9,1,0,
307100,10,1,0,
307200,1,1,3,
307200,2,1,0,
307200,3,1,105,
307200,4,1,3,
307200,5,1,12,
307200,6,1,42,
307200,7,1,0,
307200,8,1,0,
307200,9,1,0,
307200,10,1,3,
307300,1,1,3,
307300,2,1,0,
307300,3,1,249,
307300,4,1,21,
307300,5,1,9,
307300,6,1,54,
307300,7,1,3,
307300,8,1,0,
307300,9,1,0,
307300,10,1,0,
307400,1,1,6,
307400,2,1,0,
307400,3,1,60,
307400,4,1,12,
307400,5,1,30,
307400,6,1,33,
307400,7,1,0,
307400,8,1,0,
307400,9,1,0,
307400,10,1,3,
307500,1,1,3,
307500,2,1,0,
307500,3,1,210,
307500,4,1,75,
307500,5,1,117,
307500,6,1,3,
307500,7,1,0,
307500,8,1,0,
307500,9,1,0,
307500,10,1,9,
307600,1,1,0,
307600,2,1,0,
307600,3,1,171,
307600,4,1,72,
307600,5,1,69,
307600,6,1,0,
307600,7,1,0,
307600,8,1,0,
307600,9,1,0,
307600,10,1,6,
307700,1,1,3,
307700,2,1,0,
307700,3,1,159,
307700,4,1,24,
307700,5,1,57,
307700,6,1,0,
307700,7,1,0,
307700,8,1,0,
307700,9,1,0,
307700,10,1,9,
307800,1,1,9,
307800,2,1,0,
307800,3,1,168,
307800,4,1,54,
307800,5,1,108,
307800,6,1,0,
307800,7,1,0,
307800,8,1,0,
307800,9,1,0,
307800,10,1,9,
307900,1,1,3,
307900,2,1,0,
307900,3,1,78,
307900,4,1,9,
307900,5,1,9,
307900,6,1,0,
307900,7,1,0,
307900,8,1,0,
307900,9,1,0,
307900,10,1,6,
308000,1,1,0,
308000,2,1,0,
308000,3,1,222,
308000,4,1,21,
308000,5,1,33,
308000,6,1,0,
308000,7,1,0,
308000,8,1,0,
308000,9,1,0,
308000,10,1,6,
308100,1,1,9,
308100,2,1,0,
308100,3,1,153,
308100,4,1,30,
308100,5,1,63,
308100,6,1,0,
308100,7,1,0,
308100,8,1,0,
308100,9,1,0,
308100,10,1,12,
308200,1,1,3,
308200,2,1,0,
308200,3,1,204,
308200,4,1,42,
308200,5,1,63,
308200,6,1,12,
308200,7,1,0,
308200,8,1,0,
308200,9,1,0,
308200,10,1,3,
308300,1,1,3,
308300,2,1,0,
308300,3,1,237,
308300,4,1,48,
308300,5,1,18,
308300,6,1,54,
308300,7,1,3,
308300,8,1,0,
308300,9,1,0,
308300,10,1,0,
308400,1,1,0,
308400,2,1,0,
308400,3,1,237,
308400,4,1,24,
308400,5,1,75,
308400,6,1,9,
308400,7,1,0,
308400,8,1,0,
308400,9,1,0,
308400,10,1,3,
308500,1,1,0,
308500,2,1,0,
308500,3,1,51,
308500,4,1,12,
308500,5,1,6,
308500,6,1,9,
308500,7,1,0,
308500,8,1,0,
308500,9,1,0,
308500,10,1,3,
308600,1,1,0,
308600,2,1,0,
308600,3,1,213,
308600,4,1,33,
308600,5,1,81,
308600,6,1,66,
308600,7,1,0,
308600,8,1,0,
308600,9,1,0,
308600,10,1,9,
308700,1,1,,c
308700,2,1,,c
308700,3,1,,c
308700,4,1,,c
308700,5,1,,c
308700,6,1,,c
308700,7,1,,c
308700,8,1,,c
308700,9,1,,c
308700,10,1,,c
363600,1,1,,c
363600,2,1,,c
363600,3,1,,c
363600,4,1,,c
363600,5,1,,c
363600,6,1,,c
363600,7,1,,c
363600,8,1,,c
363600,9,1,,c
363600,10,1,,c
309000,1,1,3,
309000,2,1,0,
309000,3,1,21,
309000,4,1,6,
309000,5,1,3,
309000,6,1,36,
309000,7,1,0,
309000,8,1,0,
309000,9,1,0,
309000,10,1,0,
309100,1,1,,c
309100,2,1,,c
309100,3,1,,c
309100,4,1,,c
309100,5,1,,c
309100,6,1,,c
309100,7,1,,c
309100,8,1,,c
309100,9,1,,c
309100,10,1,,c
309200,1,1,0,
309200,2,1,0,
309200,3,1,141,
309200,4,1,30,
309200,5,1,66,
309200,6,1,3,
309200,7,1,0,
309200,8,1,0,
309200,9,1,0,
309200,10,1,0,
309300,1,1,0,
309300,2,1,0,
309300,3,1,120,
309300,4,1,3,
309300,5,1,9,
309300,6,1,72,
309300,7,1,6,
309300,8,1,0,
309300,9,1,0,
309300,10,1,0,
309400,1,1,0,
309400,2,1,0,
309400,3,1,189,
309400,4,1,27,
309400,5,1,63,
309400,6,1,6,
309400,7,1,0,
309400,8,1,0,
309400,9,1,0,
309400,10,1,6,
309500,1,1,0,
309500,2,1,0,
309500,3,1,27,
309500,4,1,3,
309500,5,1,6,
309500,6,1,51,
309500,7,1,0,
309500,8,1,0,
309500,9,1,0,
309500,10,1,0,
309600,1,1,6,
309600,2,1,0,
309600,3,1,15,
309600,4,1,0,
309600,5,1,0,
309600,6,1,42,
309600,7,1,0,
309600,8,1,0,
309600,9,1,0,
309600,10,1,0,
309700,1,1,0,
309700,2,1,0,
309700,3,1,36,
309700,4,1,0,
309700,5,1,3,
309700,6,1,81,
309700,7,1,0,
309700,8,1,0,
309700,9,1,0,
309700,10,1,0,
309800,1,1,3,
309800,2,1,0,
309800,3,1,18,
309800,4,1,18,
309800,5,1,51,
309800,6,1,3,
309800,7,1,0,
309800,8,1,0,
309800,9,1,0,
309800,10,1,0,
309900,1,1,3,
309900,2,1,0,
309900,3,1,51,
309900,4,1,0,
309900,5,1,6,
309900,6,1,54,
309900,7,1,0,
309900,8,1,0,
309900,9,1,0,
309900,10,1,0,
310000,1,1,6,
310000,2,1,0,
310000,3,1,87,
310000,4,1,6,
310000,5,1,21,
310000,6,1,39,
310000,7,1,0,
310000,8,1,0,
310000,9,1,0,
310000,10,1,0,
310100,1,1,0,
310100,2,1,0,
310100,3,1,138,
310100,4,1,3,
310100,5,1,45,
310100,6,1,36,
310100,7,1,0,
310100,8,1,0,
310100,9,1,0,
310100,10,1,0,
310200,1,1,0,
310200,2,1,0,
310200,3,1,60,
310200,4,1,6,
310200,5,1,21,
310200,6,1,0,
310200,7,1,0,
310200,8,1,0,
310200,9,1,0,
310200,10,1,0,
310300,1,1,3,
310300,2,1,0,
310300,3,1,39,
310300,4,1,3,
310300,5,1,39,
310300,6,1,3,
310300,7,1,0,
310300,8,1,0,
310300,9,1,0,
310300,10,1,3,
310400,1,1,0,
310400,2,1,0,
310400,3,1,69,
310400,4,1,6,
310400,5,1,39,
310400,6,1,0,
310400,7,1,0,
310400,8,1,0,
310400,9,1,0,
310400,10,1,3,
310500,1,1,0,
310500,2,1,0,
310500,3,1,117,
310500,4,1,3,
310500,5,1,66,
310500,6,1,0,
310500,7,1,0,
310500,8,1,0,
310500,9,1,0,
310500,10,1,3,
310600,1,1,3,
310600,2,1,0,
310600,3,1,96,
310600,4,1,6,
310600,5,1,30,
310600,6,1,3,
310600,7,1,0,
310600,8,1,0,
310600,9,1,0,
310600,10,1,3,
310700,1,1,0,
310700,2,1,0,
310700,3,1,120,
310700,4,1,9,
310700,5,1,18,
310700,6,1,48,
310700,7,1,0,
310700,8,1,0,
310700,9,1,0,
310700,10,1,0,
310800,1,1,9,
310800,2,1,0,
310800,3,1,51,
310800,4,1,0,
310800,5,1,0,
310800,6,1,21,
310800,7,1,3,
310800,8,1,0,
310800,9,1,0,
310800,10,1,0,
310900,1,1,3,
310900,2,1,0,
310900,3,1,39,
310900,4,1,0,
310900,5,1,9,
310900,6,1,51,
310900,7,1,0,
310900,8,1,0,
310900,9,1,0,
310900,10,1,0,
311000,1,1,12,
311000,2,1,0,
311000,3,1,12,
311000,4,1,0,
311000,5,1,3,
311000,6,1,66,
311000,7,1,3,
311000,8,1,0,
311000,9,1,0,
311000,10,1,0,
311100,1,1,12,
311100,2,1,0,
311100,3,1,18,
311100,4,1,0,
311100,5,1,306,
311100,6,1,36,
311100,7,1,0,
311100,8,1,0,
311100,9,1,0,
311100,10,1,3,
311200,1,1,,c
311200,2,1,,c
311200,3,1,,c
311200,4,1,,c
311200,5,1,,c
311200,6,1,9,
311200,7,1,,c
311200,8,1,,c
311200,9,1,,c
311200,10,1,,c
311300,1,1,0,
311300,2,1,0,
311300,3,1,51,
311300,4,1,9,
311300,5,1,0,
311300,6,1,15,
311300,7,1,0,
311300,8,1,0,
311300,9,1,0,
311300,10,1,0,
311400,1,1,15,
311400,2,1,0,
311400,3,1,63,
311400,4,1,6,
311400,5,1,6,
311400,6,1,48,
311400,7,1,3,
311400,8,1,0,
311400,9,1,0,
311400,10,1,0,
311500,1,1,6,
311500,2,1,0,
311500,3,1,195,
311500,4,1,15,
311500,5,1,99,
311500,6,1,21,
311500,7,1,0,
311500,8,1,0,
311500,9,1,0,
311500,10,1,3,
311600,1,1,,c
311600,2,1,,c
311600,3,1,,c
311600,4,1,,c
311600,5,1,,c
311600,6,1,,c
311600,7,1,,c
311600,8,1,,c
311600,9,1,,c
311600,10,1,,c
311700,1,1,6,
311700,2,1,0,
311700,3,1,153,
311700,4,1,6,
311700,5,1,9,
311700,6,1,54,
311700,7,1,0,
311700,8,1,0,
311700,9,1,0,
311700,10,1,3,
311800,1,1,,c
311800,2,1,,c
311800,3,1,12,
311800,4,1,9,
311800,5,1,,c
311800,6,1,27,
311800,7,1,,c
311800,8,1,,c
311800,9,1,,c
311800,10,1,,c
311900,1,1,6,
311900,2,1,0,
311900,3,1,30,
311900,4,1,0,
311900,5,1,18,
311900,6,1,45,
311900,7,1,0,
311900,8,1,0,
311900,9,1,0,
311900,10,1,0,
312000,1,1,0,
312000,2,1,0,
312000,3,1,27,
312000,4,1,3,
312000,5,1,6,
312000,6,1,93,
312000,7,1,3,
312000,8,1,0,
312000,9,1,0,
312000,10,1,0,
363400,1,1,,c
363400,2,1,,c
363400,3,1,,c
363400,4,1,,c
363400,5,1,,c
363400,6,1,,c
363400,7,1,,c
363400,8,1,,c
363400,9,1,,c
363400,10,1,,c
308800,1,1,6,
308800,2,1,0,
308800,3,1,102,
308800,4,1,3,
308800,5,1,12,
308800,6,1,108,
308800,7,1,3,
308800,8,1,0,
308800,9,1,0,
308800,10,1,0,
308900,1,1,3,
308900,2,1,0,
308900,3,1,147,
308900,4,1,21,
308900,5,1,45,
308900,6,1,3,
308900,7,1,0,
308900,8,1,0,
308900,9,1,0,
308900,10,1,0,
312100,1,1,,c
312100,2,1,,c
312100,3,1,24,
312100,4,1,,c
312100,5,1,9,
312100,6,1,9,
312100,7,1,,c
312100,8,1,,c
312100,9,1,,c
312100,10,1,,c
312200,1,1,6,
312200,2,1,0,
312200,3,1,111,
312200,4,1,9,
312200,5,1,72,
312200,6,1,189,
312200,7,1,3,
312200,8,1,0,
312200,9,1,0,
312200,10,1,0,
312300,1,1,0,
312300,2,1,0,
312300,3,1,45,
312300,4,1,18,
312300,5,1,18,
312300,6,1,27,
312300,7,1,0,
312300,8,1,0,
312300,9,1,0,
312300,10,1,0,
312400,1,1,0,
312400,2,1,0,
312400,3,1,87,
312400,4,1,12,
312400,5,1,27,
312400,6,1,111,
312400,7,1,3,
312400,8,1,0,
312400,9,1,0,
312400,10,1,0,
312500,1,1,0,
312500,2,1,0,
312500,3,1,63,
312500,4,1,9,
312500,5,1,30,
312500,6,1,111,
312500,7,1,0,
312500,8,1,0,
312500,9,1,0,
312500,10,1,0,
312600,1,1,9,
312600,2,1,0,
312600,3,1,45,
312600,4,1,3,
312600,5,1,3,
312600,6,1,45,
312600,7,1,3,
312600,8,1,0,
312600,9,1,0,
312600,10,1,0,
312700,1,1,6,
312700,2,1,0,
312700,3,1,63,
312700,4,1,0,
312700,5,1,27,
312700,6,1,60,
312700,7,1,3,
312700,8,1,0,
312700,9,1,3,
312700,10,1,0,
312800,1,1,15,
312800,2,1,0,
312800,3,1,207,
312800,4,1,9,
312800,5,1,27,
312800,6,1,81,
312800,7,1,3,
312800,8,1,0,
312800,9,1,0,
312800,10,1,0,
312900,1,1,9,
312900,2,1,0,
312900,3,1,144,
312900,4,1,24,
312900,5,1,57,
312900,6,1,54,
312900,7,1,6,
312900,8,1,0,
312900,9,1,0,
312900,10,1,3,
313000,1,1,3,
313000,2,1,0,
313000,3,1,45,
313000,4,1,0,
313000,5,1,3,
313000,6,1,78,
313000,7,1,0,
313000,8,1,0,
313000,9,1,0,
313000,10,1,0,
313100,1,1,15,
313100,2,1,0,
313100,3,1,93,
313100,4,1,0,
313100,5,1,3,
313100,6,1,60,
313100,7,1,0,
313100,8,1,0,
313100,9,1,0,
313100,10,1,3,
313200,1,1,15,
313200,2,1,0,
313200,3,1,168,
313200,4,1,27,
313200,5,1,111,
313200,6,1,33,
313200,7,1,3,
313200,8,1,0,
313200,9,1,0,
313200,10,1,0,
313300,1,1,18,
313300,2,1,0,
313300,3,1,228,
313300,4,1,12,
313300,5,1,15,
313300,6,1,114,
313300,7,1,6,
313300,8,1,0,
313300,9,1,0,
313300,10,1,0,
313400,1,1,15,
313400,2,1,0,
313400,3,1,219,
313400,4,1,6,
313400,5,1,9,
313400,6,1,84,
313400,7,1,6,
313400,8,1,0,
313400,9,1,0,
313400,10,1,0,
313500,1,1,0,
313500,2,1,0,
313500,3,1,147,
313500,4,1,0,
313500,5,1,3,
313500,6,1,153,
313500,7,1,6,
313500,8,1,0,
313500,9,1,0,
313500,10,1,0,
313600,1,1,15,
313600,2,1,0,
313600,3,1,135,
313600,4,1,9,
313600,5,1,0,
313600,6,1,63,
313600,7,1,12,
313600,8,1,0,
313600,9,1,0,
313600,10,1,0,
313700,1,1,0,
313700,2,1,0,
313700,3,1,201,
313700,4,1,18,
313700,5,1,27,
313700,6,1,93,
313700,7,1,6,
313700,8,1,0,
313700,9,1,0,
313700,10,1,3,
313800,1,1,3,
313800,2,1,0,
313800,3,1,159,
313800,4,1,3,
313800,5,1,12,
313800,6,1,48,
313800,7,1,15,
313800,8,1,0,
313800,9,1,0,
313800,10,1,0,
313900,1,1,3,
313900,2,1,0,
313900,3,1,198,
313900,4,1,18,
313900,5,1,39,
313900,6,1,6,
313900,7,1,3,
313900,8,1,0,
313900,9,1,0,
313900,10,1,6,
314000,1,1,6,
314000,2,1,0,
314000,3,1,228,
314000,4,1,18,
314000,5,1,102,
314000,6,1,6,
314000,7,1,9,
314000,8,1,0,
314000,9,1,0,
314000,10,1,12,
314100,1,1,0,
314100,2,1,0,
314100,3,1,105,
314100,4,1,9,
314100,5,1,114,
314100,6,1,3,
314100,7,1,0,
314100,8,1,0,
314100,9,1,0,
314100,10,1,3,
314200,1,1,6,
314200,2,1,0,
314200,3,1,117,
314200,4,1,9,
314200,5,1,69,
314200,6,1,3,
314200,7,1,6,
314200,8,1,0,
314200,9,1,0,
314200,10,1,3,
314300,1,1,3,
314300,2,1,0,
314300,3,1,183,
314300,4,1,9,
314300,5,1,33,
314300,6,1,0,
314300,7,1,0,
314300,8,1,0,
314300,9,1,0,
314300,10,1,0,
314400,1,1,,c
314400,2,1,,c
314400,3,1,,c
314400,4,1,,c
314400,5,1,,c
314400,6,1,,c
314400,7,1,,c
314400,8,1,,c
314400,9,1,,c
314400,10,1,,c
314500,1,1,6,
314500,2,1,0,
314500,3,1,234,
314500,4,1,21,
314500,5,1,72,
314500,6,1,3,
314500,7,1,15,
314500,8,1,0,
314500,9,1,0,
314500,10,1,6,
314600,1,1,3,
314600,2,1,0,
314600,3,1,240,
314600,4,1,21,
314600,5,1,132,
314600,6,1,3,
314600,7,1,12,
314600,8,1,0,
314600,9,1,0,
314600,10,1,6,
314700,1,1,3,
314700,2,1,0,
314700,3,1,144,
314700,4,1,0,
314700,5,1,3,
314700,6,1,99,
314700,7,1,9,
314700,8,1,0,
314700,9,1,0,
314700,10,1,0,
314800,1,1,9,
314800,2,1,0,
314800,3,1,405,
314800,4,1,21,
314800,5,1,6,
314800,6,1,147,
314800,7,1,30,
314800,8,1,0,
314800,9,1,0,
314800,10,1,3,
314900,1,1,3,
314900,2,1,0,
314900,3,1,225,
314900,4,1,6,
314900,5,1,45,
314900,6,1,9,
314900,7,1,12,
314900,8,1,0,
314900,9,1,0,
314900,10,1,6,
315000,1,1,6,
315000,2,1,0,
315000,3,1,51,
315000,4,1,12,
315000,5,1,57,
315000,6,1,0,
315000,7,1,3,
315000,8,1,0,
315000,9,1,0,
315000,10,1,0,
315100,1,1,0,
315100,2,1,0,
315100,3,1,81,
315100,4,1,3,
315100,5,1,6,
315100,6,1,57,
315100,7,1,3,
315100,8,1,0,
315100,9,1,0,
315100,10,1,0,
315200,1,1,0,
315200,2,1,0,
315200,3,1,96,
315200,4,1,3,
315200,5,1,6,
315200,6,1,24,
315200,7,1,3,
315200,8,1,0,
315200,9,1,0,
315200,10,1,3,
315300,1,1,3,
315300,2,1,0,
315300,3,1,207,
315300,4,1,24,
315300,5,1,87,
315300,6,1,75,
315300,7,1,9,
315300,8,1,0,
315300,9,1,0,
315300,10,1,9,
315400,1,1,6,
315400,2,1,0,
315400,3,1,264,
315400,4,1,48,
315400,5,1,135,
315400,6,1,45,
315400,7,1,9,
315400,8,1,0,
315400,9,1,0,
315400,10,1,12,
315500,1,1,3,
315500,2,1,0,
315500,3,1,174,
315500,4,1,0,
315500,5,1,9,
315500,6,1,21,
315500,7,1,9,
315500,8,1,0,
315500,9,1,0,
315500,10,1,0,
315600,1,1,0,
315600,2,1,0,
315600,3,1,102,
315600,4,1,6,
315600,5,1,0,
315600,6,1,15,
315600,7,1,3,
315600,8,1,0,
315600,9,1,0,
315600,10,1,0,
315700,1,1,6,
315700,2,1,0,
315700,3,1,171,
315700,4,1,12,
315700,5,1,108,
315700,6,1,6,
315700,7,1,9,
315700,8,1,0,
315700,9,1,0,
315700,10,1,3,
315800,1,1,3,
315800,2,1,0,
315800,3,1,30,
315800,4,1,0,
315800,5,1,3,
315800,6,1,0,
315800,7,1,3,
315800,8,1,0,
315800,9,1,0,
315800,10,1,3,
315900,1,1,0,
315900,2,1,0,
315900,3,1,297,
315900,4,1,27,
315900,5,1,102,
315900,6,1,27,
315900,7,1,15,
315900,8,1,0,
315900,9,1,0,
315900,10,1,15,
316000,1,1,0,
316000,2,1,0,
316000,3,1,81,
316000,4,1,6,
316000,5,1,45,
316000,6,1,9,
316000,7,1,0,
316000,8,1,0,
316000,9,1,0,
316000,10,1,3,
316100,1,1,0,
316100,2,1,0,
316100,3,1,153,
316100,4,1,9,
316100,5,1,84,
316100,6,1,9,
316100,7,1,6,
316100,8,1,0,
316100,9,1,0,
316100,10,1,3,
316200,1,1,3,
316200,2,1,0,
316200,3,1,159,
316200,4,1,9,
316200,5,1,36,
316200,6,1,3,
316200,7,1,9,
316200,8,1,0,
316200,9,1,0,
316200,10,1,6,
316300,1,1,,c
316300,2,1,,c
316300,3,1,9,
316300,4,1,,c
316300,5,1,,c
316300,6,1,,c
